"Day","Shift","Run","MSAPlate","AssayStrip","AssayCol","AssayRow","MfgPlate","Pool","MfgStrip","MfgCol","MfgRow","A450","A650"
6,"Day",15,22,3,5,3,139,"B",5,9,3,0.507,0.038
6,"Day",15,22,3,5,4,139,"B",5,9,4,0.45,0.038
6,"Day",15,22,3,5,5,139,"B",5,9,5,0.533,0.038
6,"Day",15,22,3,5,6,139,"B",5,9,6,0.546,0.039
6,"Day",15,22,3,5,7,139,"B",5,9,7,0.577,0.038
6,"Day",15,22,3,5,8,139,"B",5,9,8,0.544,0.037
6,"Day",15,22,3,6,1,139,"B",5,10,1,0.57,0.04
6,"Day",15,22,3,6,2,139,"B",5,10,2,0.563,0.039
6,"Day",15,22,3,6,3,139,"B",5,10,3,0.492,0.039
6,"Day",15,22,3,6,4,139,"B",5,10,4,0.44,0.038
6,"Day",15,22,3,6,5,139,"B",5,10,5,0.476,0.039
6,"Day",15,22,3,6,6,139,"B",5,10,6,0.503,0.037
6,"Day",15,22,3,6,7,139,"B",5,10,7,0.561,0.038
6,"Day",15,22,3,6,8,139,"B",5,10,8,0.623,0.045
6,"Day",15,22,4,7,1,193,"B",5,9,1,0.601,0.04
6,"Day",15,22,4,7,2,193,"B",5,9,2,0.534,0.038
6,"Day",15,22,4,7,3,193,"B",5,9,3,0.55,0.039
6,"Day",15,22,4,7,4,193,"B",5,9,4,0.557,0.039
6,"Day",15,22,4,7,5,193,"B",5,9,5,0.544,0.04
6,"Day",15,22,4,7,6,193,"B",5,9,6,0.55,0.039
6,"Day",15,22,4,7,7,193,"B",5,9,7,0.564,0.037
6,"Day",15,22,4,7,8,193,"B",5,9,8,0.536,0.038
6,"Day",15,22,4,8,1,193,"B",5,10,1,0.527,0.039
6,"Day",15,22,4,8,2,193,"B",5,10,2,0.522,0.039
6,"Day",15,22,4,8,3,193,"B",5,10,3,0.561,0.04
6,"Day",15,22,4,8,4,193,"B",5,10,4,0.452,0.041
6,"Day",15,22,4,8,5,193,"B",5,10,5,0.476,0.039
6,"Day",15,22,4,8,6,193,"B",5,10,6,0.494,0.038
6,"Day",15,22,4,8,7,193,"B",5,10,7,0.5,0.038
6,"Day",15,22,4,8,8,193,"B",5,10,8,0.513,0.038
6,"Day",15,22,5,9,1,294,"B",3,5,1,0.6,0.04
6,"Day",15,22,5,9,2,294,"B",3,5,2,0.513,0.038
6,"Day",15,22,5,9,3,294,"B",3,5,3,0.553,0.042
6,"Day",15,22,5,9,4,294,"B",3,5,4,0.482,0.039
6,"Day",15,22,5,9,5,294,"B",3,5,5,0.517,0.043
6,"Day",15,22,5,9,6,294,"B",3,5,6,0.505,0.038
6,"Day",15,22,5,9,7,294,"B",3,5,7,0.511,0.037
6,"Day",15,22,5,9,8,294,"B",3,5,8,0.546,0.039
6,"Day",15,22,5,10,1,294,"B",3,6,1,0.548,0.039
6,"Day",15,22,5,10,2,294,"B",3,6,2,0.469,0.038
6,"Day",15,22,5,10,3,294,"B",3,6,3,0.461,0.038
6,"Day",15,22,5,10,4,294,"B",3,6,4,0.477,0.04
6,"Day",15,22,5,10,5,294,"B",3,6,5,0.435,0.038
6,"Day",15,22,5,10,6,294,"B",3,6,6,0.452,0.038
6,"Day",15,22,5,10,7,294,"B",3,6,7,0.482,0.037
6,"Day",15,22,5,10,8,294,"B",3,6,8,0.523,0.039
6,"Day",15,22,6,11,1,78,"A",3,5,1,0.597,0.043
6,"Day",15,22,6,11,2,78,"A",3,5,2,0.583,0.038
6,"Day",15,22,6,11,3,78,"A",3,5,3,0.593,0.043
6,"Day",15,22,6,11,4,78,"A",3,5,4,0.574,0.041
6,"Day",15,22,6,11,5,78,"A",3,5,5,0.535,0.042
6,"Day",15,22,6,11,6,78,"A",3,5,6,0.516,0.039
6,"Day",15,22,6,11,7,78,"A",3,5,7,0.569,0.038
6,"Day",15,22,6,11,8,78,"A",3,5,8,0.56,0.039
6,"Day",15,22,6,12,1,78,"A",3,6,1,0.623,0.043
6,"Day",15,22,6,12,2,78,"A",3,6,2,0.644,0.039
6,"Day",15,22,6,12,3,78,"A",3,6,3,0.597,0.04
6,"Day",15,22,6,12,4,78,"A",3,6,4,0.548,0.039
6,"Day",15,22,6,12,5,78,"A",3,6,5,0.54,0.04
6,"Day",15,22,6,12,6,78,"A",3,6,6,0.597,0.041
6,"Day",15,22,6,12,7,78,"A",3,6,7,0.576,0.038
6,"Day",15,22,6,12,8,78,"A",3,6,8,0.672,0.041
6,"Evening",15,48,1,1,1,194,"B",4,7,1,0.568,0.039
6,"Evening",15,48,1,1,2,194,"B",4,7,2,0.543,0.037
6,"Evening",15,48,1,1,3,194,"B",4,7,3,0.683,0.041
6,"Evening",15,48,1,1,4,194,"B",4,7,4,0.495,0.039
6,"Evening",15,48,1,1,5,194,"B",4,7,5,0.577,0.04
6,"Evening",15,48,1,1,6,194,"B",4,7,6,0.552,0.037
6,"Evening",15,48,1,1,7,194,"B",4,7,7,0.523,0.036
6,"Evening",15,48,1,1,8,194,"B",4,7,8,0.572,0.047
6,"Evening",15,48,1,2,1,194,"B",4,8,1,0.573,0.04
6,"Evening",15,48,1,2,2,194,"B",4,8,2,0.531,0.038
6,"Evening",15,48,1,2,3,194,"B",4,8,3,0.509,0.039
6,"Evening",15,48,1,2,4,194,"B",4,8,4,0.475,0.04
6,"Evening",15,48,1,2,5,194,"B",4,8,5,0.477,0.042
6,"Evening",15,48,1,2,6,194,"B",4,8,6,0.513,0.036
6,"Evening",15,48,1,2,7,194,"B",4,8,7,0.576,0.036
6,"Evening",15,48,1,2,8,194,"B",4,8,8,0.55,0.038
6,"Evening",15,48,2,3,1,217,"B",5,9,1,0.552,0.038
6,"Evening",15,48,2,3,2,217,"B",5,9,2,0.52,0.036
6,"Evening",15,48,2,3,3,217,"B",5,9,3,0.518,0.038
6,"Evening",15,48,2,3,4,217,"B",5,9,4,0.513,0.039
6,"Evening",15,48,2,3,5,217,"B",5,9,5,0.481,0.038
6,"Evening",15,48,2,3,6,217,"B",5,9,6,0.495,0.037
6,"Evening",15,48,2,3,7,217,"B",5,9,7,0.533,0.04
6,"Evening",15,48,2,3,8,217,"B",5,9,8,0.483,0.039
6,"Evening",15,48,2,4,1,217,"B",5,10,1,0.495,0.042
6,"Evening",15,48,2,4,2,217,"B",5,10,2,0.519,0.038
6,"Evening",15,48,2,4,3,217,"B",5,10,3,0.531,0.039
6,"Evening",15,48,2,4,4,217,"B",5,10,4,0.54,0.042
6,"Evening",15,48,2,4,5,217,"B",5,10,5,0.472,0.039
6,"Evening",15,48,2,4,6,217,"B",5,10,6,0.478,0.036
6,"Evening",15,48,2,4,7,217,"B",5,10,7,0.514,0.037
6,"Evening",15,48,2,4,8,217,"B",5,10,8,0.557,0.039
6,"Evening",15,48,3,5,1,140,"B",1,1,1,0.604,0.04
6,"Evening",15,48,3,5,2,140,"B",1,1,2,0.616,0.04
6,"Evening",15,48,3,5,3,140,"B",1,1,3,0.655,0.042
6,"Evening",15,48,3,5,4,140,"B",1,1,4,0.597,0.04
6,"Evening",15,48,3,5,5,140,"B",1,1,5,0.586,0.042
6,"Evening",15,48,3,5,6,140,"B",1,1,6,0.649,0.041
6,"Evening",15,48,3,5,7,140,"B",1,1,7,0.653,0.042
6,"Evening",15,48,3,5,8,140,"B",1,1,8,0.702,0.042
6,"Evening",15,48,3,6,1,140,"B",1,2,1,0.563,0.04
6,"Evening",15,48,3,6,2,140,"B",1,2,2,0.637,0.039
6,"Evening",15,48,3,6,3,140,"B",1,2,3,0.574,0.04
6,"Evening",15,48,3,6,4,140,"B",1,2,4,0.556,0.04
6,"Evening",15,48,3,6,5,140,"B",1,2,5,0.585,0.04
6,"Evening",15,48,3,6,6,140,"B",1,2,6,0.592,0.038
6,"Evening",15,48,3,6,7,140,"B",1,2,7,0.683,0.039
6,"Evening",15,48,3,6,8,140,"B",1,2,8,0.765,0.042
6,"Evening",15,48,4,7,1,93,"A",2,3,1,0.682,0.042
6,"Evening",15,48,4,7,2,93,"A",2,3,2,0.688,0.04
6,"Evening",15,48,4,7,3,93,"A",2,3,3,0.673,0.042
6,"Evening",15,48,4,7,4,93,"A",2,3,4,0.676,0.046
6,"Evening",15,48,4,7,5,93,"A",2,3,5,0.655,0.044
6,"Evening",15,48,4,7,6,93,"A",2,3,6,0.574,0.04
6,"Evening",15,48,4,7,7,93,"A",2,3,7,0.606,0.039
6,"Evening",15,48,4,7,8,93,"A",2,3,8,0.593,0.04
6,"Evening",15,48,4,8,1,93,"A",2,4,1,0.613,0.04
6,"Evening",15,48,4,8,2,93,"A",2,4,2,0.695,0.041
6,"Evening",15,48,4,8,3,93,"A",2,4,3,0.71,0.042
6,"Evening",15,48,4,8,4,93,"A",2,4,4,0.621,0.041
6,"Evening",15,48,4,8,5,93,"A",2,4,5,0.559,0.041
6,"Evening",15,48,4,8,6,93,"A",2,4,6,0.571,0.041
6,"Evening",15,48,4,8,7,93,"A",2,4,7,0.547,0.037
6,"Evening",15,48,4,8,8,93,"A",2,4,8,0.535,0.039
6,"Evening",15,48,5,9,1,63,"A",5,9,1,0.484,0.04
6,"Evening",15,48,5,9,2,63,"A",5,9,2,0.534,0.039
6,"Evening",15,48,5,9,3,63,"A",5,9,3,0.578,0.041
6,"Evening",15,48,5,9,4,63,"A",5,9,4,0.556,0.041
6,"Evening",15,48,5,9,5,63,"A",5,9,5,0.653,0.043
6,"Evening",15,48,5,9,6,63,"A",5,9,6,0.56,0.039
6,"Evening",15,48,5,9,7,63,"A",5,9,7,0.669,0.039
6,"Evening",15,48,5,9,8,63,"A",5,9,8,0.604,0.04
6,"Evening",15,48,5,10,1,63,"A",5,10,1,0.503,0.04
6,"Evening",15,48,5,10,2,63,"A",5,10,2,0.51,0.039
6,"Evening",15,48,5,10,3,63,"A",5,10,3,0.576,0.041
6,"Evening",15,48,5,10,4,63,"A",5,10,4,0.524,0.04
6,"Evening",15,48,5,10,5,63,"A",5,10,5,0.556,0.042
6,"Evening",15,48,5,10,6,63,"A",5,10,6,0.576,0.041
6,"Evening",15,48,5,10,7,63,"A",5,10,7,0.589,0.039
6,"Evening",15,48,5,10,8,63,"A",5,10,8,0.619,0.041
6,"Evening",15,48,6,11,1,43,"A",2,3,1,0.603,0.041
6,"Evening",15,48,6,11,2,43,"A",2,3,2,0.593,0.042
6,"Evening",15,48,6,11,3,43,"A",2,3,3,0.652,0.043
6,"Evening",15,48,6,11,4,43,"A",2,3,4,0.618,0.041
6,"Evening",15,48,6,11,5,43,"A",2,3,5,0.696,0.044
6,"Evening",15,48,6,11,6,43,"A",2,3,6,0.632,0.041
6,"Evening",15,48,6,11,7,43,"A",2,3,7,0.572,0.039
6,"Evening",15,48,6,11,8,43,"A",2,3,8,0.564,0.04
6,"Evening",15,48,6,12,1,43,"A",2,4,1,0.601,0.042
6,"Evening",15,48,6,12,2,43,"A",2,4,2,0.67,0.039
6,"Evening",15,48,6,12,3,43,"A",2,4,3,0.686,0.042
6,"Evening",15,48,6,12,4,43,"A",2,4,4,0.674,0.042
6,"Evening",15,48,6,12,5,43,"A",2,4,5,0.58,0.042
6,"Evening",15,48,6,12,6,43,"A",2,4,6,0.583,0.04
6,"Evening",15,48,6,12,7,43,"A",2,4,7,0.26,0.032
6,"Evening",15,48,6,12,8,43,"A",2,4,8,0.577,0.04
7,"Day",15,36,1,1,1,42,"A",3,5,1,0.367,0.035
7,"Day",15,36,1,1,2,42,"A",3,5,2,0.656,0.039
7,"Day",15,36,1,1,3,42,"A",3,5,3,0.648,0.041
7,"Day",15,36,1,1,4,42,"A",3,5,4,0.603,0.041
7,"Day",15,36,1,1,5,42,"A",3,5,5,0.594,0.04
7,"Day",15,36,1,1,6,42,"A",3,5,6,0.592,0.038
7,"Day",15,36,1,1,7,42,"A",3,5,7,0.589,0.036
7,"Day",15,36,1,1,8,42,"A",3,5,8,0.589,0.037
7,"Day",15,36,1,2,1,42,"A",3,6,1,0.437,0.037
7,"Day",15,36,1,2,2,42,"A",3,6,2,0.599,0.039
7,"Day",15,36,1,2,3,42,"A",3,6,3,0.592,0.04
7,"Day",15,36,1,2,4,42,"A",3,6,4,0.451,0.039
7,"Day",15,36,1,2,5,42,"A",3,6,5,0.497,0.04
7,"Day",15,36,1,2,6,42,"A",3,6,6,0.59,0.038
7,"Day",15,36,1,2,7,42,"A",3,6,7,0.524,0.038
7,"Day",15,36,1,2,8,42,"A",3,6,8,0.583,0.038
7,"Day",15,36,2,3,1,296,"B",4,7,1,0.525,0.04
7,"Day",15,36,2,3,2,296,"B",4,7,2,0.512,0.046
7,"Day",15,36,2,3,3,296,"B",4,7,3,0.444,0.038
7,"Day",15,36,2,3,4,296,"B",4,7,4,0.445,0.036
7,"Day",15,36,2,3,5,296,"B",4,7,5,0.511,0.039
7,"Day",15,36,2,3,6,296,"B",4,7,6,0.498,0.038
7,"Day",15,36,2,3,7,296,"B",4,7,7,0.521,0.04
7,"Day",15,36,2,3,8,296,"B",4,7,8,0.557,0.042
7,"Day",15,36,2,4,1,296,"B",4,8,1,0.58,0.041
7,"Day",15,36,2,4,2,296,"B",4,8,2,0.564,0.05
7,"Day",15,36,2,4,3,296,"B",4,8,3,0.485,0.039
7,"Day",15,36,2,4,4,296,"B",4,8,4,0.464,0.039
7,"Day",15,36,2,4,5,296,"B",4,8,5,0.474,0.038
7,"Day",15,36,2,4,6,296,"B",4,8,6,0.559,0.039
7,"Day",15,36,2,4,7,296,"B",4,8,7,0.508,0.038
7,"Day",15,36,2,4,8,296,"B",4,8,8,0.505,0.04
7,"Day",15,36,3,5,1,82,"A",3,5,1,0.555,0.039
7,"Day",15,36,3,5,2,82,"A",3,5,2,0.63,0.039
7,"Day",15,36,3,5,3,82,"A",3,5,3,0.639,0.04
7,"Day",15,36,3,5,4,82,"A",3,5,4,0.639,0.039
7,"Day",15,36,3,5,5,82,"A",3,5,5,0.604,0.038
7,"Day",15,36,3,5,6,82,"A",3,5,6,0.613,0.038
7,"Day",15,36,3,5,7,82,"A",3,5,7,0.574,0.036
7,"Day",15,36,3,5,8,82,"A",3,5,8,0.587,0.041
7,"Day",15,36,3,6,1,82,"A",3,6,1,0.546,0.038
7,"Day",15,36,3,6,2,82,"A",3,6,2,0.605,0.037
7,"Day",15,36,3,6,3,82,"A",3,6,3,0.627,0.04
7,"Day",15,36,3,6,4,82,"A",3,6,4,0.588,0.039
7,"Day",15,36,3,6,5,82,"A",3,6,5,0.564,0.039
7,"Day",15,36,3,6,6,82,"A",3,6,6,0.613,0.036
7,"Day",15,36,3,6,7,82,"A",3,6,7,0.587,0.037
7,"Day",15,36,3,6,8,82,"A",3,6,8,0.605,0.039
7,"Day",15,36,4,7,1,50,"A",5,9,1,0.604,0.039
7,"Day",15,36,4,7,2,50,"A",5,9,2,0.597,0.038
7,"Day",15,36,4,7,3,50,"A",5,9,3,0.598,0.04
7,"Day",15,36,4,7,4,50,"A",5,9,4,0.609,0.04
7,"Day",15,36,4,7,5,50,"A",5,9,5,0.597,0.041
7,"Day",15,36,4,7,6,50,"A",5,9,6,0.59,0.04
7,"Day",15,36,4,7,7,50,"A",5,9,7,0.585,0.039
7,"Day",15,36,4,7,8,50,"A",5,9,8,0.54,0.038
7,"Day",15,36,4,8,1,50,"A",5,10,1,0.553,0.039
7,"Day",15,36,4,8,2,50,"A",5,10,2,0.642,0.039
7,"Day",15,36,4,8,3,50,"A",5,10,3,0.605,0.039
7,"Day",15,36,4,8,4,50,"A",5,10,4,0.558,0.042
7,"Day",15,36,4,8,5,50,"A",5,10,5,0.582,0.04
7,"Day",15,36,4,8,6,50,"A",5,10,6,0.594,0.044
7,"Day",15,36,4,8,7,50,"A",5,10,7,0.571,0.037
7,"Day",15,36,4,8,8,50,"A",5,10,8,0.57,0.04
7,"Day",15,36,5,9,1,159,"B",5,9,1,0.621,0.068
7,"Day",15,36,5,9,2,159,"B",5,9,2,0.589,0.044
7,"Day",15,36,5,9,3,159,"B",5,9,3,0.59,0.043
7,"Day",15,36,5,9,4,159,"B",5,9,4,0.538,0.043
7,"Day",15,36,5,9,5,159,"B",5,9,5,0.559,0.043
7,"Day",15,36,5,9,6,159,"B",5,9,6,0.563,0.043
7,"Day",15,36,5,9,7,159,"B",5,9,7,0.544,0.038
7,"Day",15,36,5,9,8,159,"B",5,9,8,0.586,0.04
7,"Day",15,36,5,10,1,159,"B",5,10,1,0.57,0.043
7,"Day",15,36,5,10,2,159,"B",5,10,2,0.558,0.04
7,"Day",15,36,5,10,3,159,"B",5,10,3,0.534,0.041
7,"Day",15,36,5,10,4,159,"B",5,10,4,0.529,0.042
7,"Day",15,36,5,10,5,159,"B",5,10,5,0.545,0.043
7,"Day",15,36,5,10,6,159,"B",5,10,6,0.522,0.04
7,"Day",15,36,5,10,7,159,"B",5,10,7,0.557,0.039
7,"Day",15,36,5,10,8,159,"B",5,10,8,0.543,0.04
7,"Day",15,36,6,11,1,192,"B",5,9,1,0.675,0.042
7,"Day",15,36,6,11,2,192,"B",5,9,2,0.536,0.039
7,"Day",15,36,6,11,3,192,"B",5,9,3,0.554,0.041
7,"Day",15,36,6,11,4,192,"B",5,9,4,0.522,0.039
7,"Day",15,36,6,11,5,192,"B",5,9,5,0.517,0.039
7,"Day",15,36,6,11,6,192,"B",5,9,6,0.543,0.039
7,"Day",15,36,6,11,7,192,"B",5,9,7,0.553,0.038
7,"Day",15,36,6,11,8,192,"B",5,9,8,0.563,0.039
7,"Day",15,36,6,12,1,192,"B",5,10,1,0.628,0.041
7,"Day",15,36,6,12,2,192,"B",5,10,2,0.567,0.043
7,"Day",15,36,6,12,3,192,"B",5,10,3,0.549,0.04
7,"Day",15,36,6,12,4,192,"B",5,10,4,0.513,0.044
7,"Day",15,36,6,12,5,192,"B",5,10,5,0.556,0.041
7,"Day",15,36,6,12,6,192,"B",5,10,6,0.521,0.038
7,"Day",15,36,6,12,7,192,"B",5,10,7,0.591,0.038
7,"Day",15,36,6,12,8,192,"B",5,10,8,0.677,0.041
7,"Evening",15,18,1,1,1,41,"A",4,7,1,0.589,0.04
7,"Evening",15,18,1,1,2,41,"A",4,7,2,0.63,0.038
7,"Evening",15,18,1,1,3,41,"A",4,7,3,0.645,0.04
7,"Evening",15,18,1,1,4,41,"A",4,7,4,0.594,0.039
7,"Evening",15,18,1,1,5,41,"A",4,7,5,0.604,0.041
7,"Evening",15,18,1,1,6,41,"A",4,7,6,0.665,0.039
7,"Evening",15,18,1,1,7,41,"A",4,7,7,0.621,0.04
7,"Evening",15,18,1,1,8,41,"A",4,7,8,0.685,0.04
7,"Evening",15,18,1,2,1,41,"A",4,8,1,0.556,0.04
7,"Evening",15,18,1,2,2,41,"A",4,8,2,0.588,0.036
7,"Evening",15,18,1,2,3,41,"A",4,8,3,0.617,0.039
7,"Evening",15,18,1,2,4,41,"A",4,8,4,0.609,0.04
7,"Evening",15,18,1,2,5,41,"A",4,8,5,0.642,0.042
7,"Evening",15,18,1,2,6,41,"A",4,8,6,0.67,0.04
7,"Evening",15,18,1,2,7,41,"A",4,8,7,0.651,0.038
7,"Evening",15,18,1,2,8,41,"A",4,8,8,0.522,0.038
7,"Evening",15,18,2,3,1,158,"B",4,7,1,0.7,0.042
7,"Evening",15,18,2,3,2,158,"B",4,7,2,0.631,0.037
7,"Evening",15,18,2,3,3,158,"B",4,7,3,0.625,0.038
7,"Evening",15,18,2,3,4,158,"B",4,7,4,0.622,0.039
7,"Evening",15,18,2,3,5,158,"B",4,7,5,0.527,0.04
7,"Evening",15,18,2,3,6,158,"B",4,7,6,0.641,0.038
7,"Evening",15,18,2,3,7,158,"B",4,7,7,0.627,0.036
7,"Evening",15,18,2,3,8,158,"B",4,7,8,0.658,0.04
7,"Evening",15,18,2,4,1,158,"B",4,8,1,0.739,0.041
7,"Evening",15,18,2,4,2,158,"B",4,8,2,0.59,0.038
7,"Evening",15,18,2,4,3,158,"B",4,8,3,0.576,0.039
7,"Evening",15,18,2,4,4,158,"B",4,8,4,0.723,0.041
7,"Evening",15,18,2,4,5,158,"B",4,8,5,0.585,0.041
7,"Evening",15,18,2,4,6,158,"B",4,8,6,0.639,0.04
7,"Evening",15,18,2,4,7,158,"B",4,8,7,0.681,0.039
7,"Evening",15,18,2,4,8,158,"B",4,8,8,0.694,0.041
7,"Evening",15,18,3,5,1,82,"A",5,9,1,0.626,0.04
7,"Evening",15,18,3,5,2,82,"A",5,9,2,0.591,0.038
7,"Evening",15,18,3,5,3,82,"A",5,9,3,0.608,0.042
7,"Evening",15,18,3,5,4,82,"A",5,9,4,0.595,0.038
7,"Evening",15,18,3,5,5,82,"A",5,9,5,0.616,0.041
7,"Evening",15,18,3,5,6,82,"A",5,9,6,0.569,0.038
7,"Evening",15,18,3,5,7,82,"A",5,9,7,0.635,0.039
7,"Evening",15,18,3,5,8,82,"A",5,9,8,0.602,0.039
7,"Evening",15,18,3,6,1,82,"A",5,10,1,0.595,0.04
7,"Evening",15,18,3,6,2,82,"A",5,10,2,0.608,0.039
7,"Evening",15,18,3,6,3,82,"A",5,10,3,0.615,0.041
7,"Evening",15,18,3,6,4,82,"A",5,10,4,0.548,0.04
7,"Evening",15,18,3,6,5,82,"A",5,10,5,0.585,0.04
7,"Evening",15,18,3,6,6,82,"A",5,10,6,0.591,0.037
7,"Evening",15,18,3,6,7,82,"A",5,10,7,0.597,0.038
7,"Evening",15,18,3,6,8,82,"A",5,10,8,0.611,0.041
7,"Evening",15,18,4,7,1,45,"A",4,7,1,0.619,0.039
7,"Evening",15,18,4,7,2,45,"A",4,7,2,0.645,0.037
7,"Evening",15,18,4,7,3,45,"A",4,7,3,0.626,0.042
7,"Evening",15,18,4,7,4,45,"A",4,7,4,0.599,0.04
7,"Evening",15,18,4,7,5,45,"A",4,7,5,0.602,0.041
7,"Evening",15,18,4,7,6,45,"A",4,7,6,0.597,0.039
7,"Evening",15,18,4,7,7,45,"A",4,7,7,0.564,0.037
7,"Evening",15,18,4,7,8,45,"A",4,7,8,0.621,0.039
7,"Evening",15,18,4,8,1,45,"A",4,8,1,0.603,0.04
7,"Evening",15,18,4,8,2,45,"A",4,8,2,0.589,0.038
7,"Evening",15,18,4,8,3,45,"A",4,8,3,0.625,0.04
7,"Evening",15,18,4,8,4,45,"A",4,8,4,0.603,0.04
7,"Evening",15,18,4,8,5,45,"A",4,8,5,0.514,0.04
7,"Evening",15,18,4,8,6,45,"A",4,8,6,0.586,0.04
7,"Evening",15,18,4,8,7,45,"A",4,8,7,0.507,0.037
7,"Evening",15,18,4,8,8,45,"A",4,8,8,0.501,0.038
7,"Evening",15,18,5,9,1,286,"B",1,1,1,0.632,0.042
7,"Evening",15,18,5,9,2,286,"B",1,1,2,0.657,0.04
7,"Evening",15,18,5,9,3,286,"B",1,1,3,0.625,0.042
7,"Evening",15,18,5,9,4,286,"B",1,1,4,0.618,0.041
7,"Evening",15,18,5,9,5,286,"B",1,1,5,0.617,0.039
7,"Evening",15,18,5,9,6,286,"B",1,1,6,0.646,0.039
7,"Evening",15,18,5,9,7,286,"B",1,1,7,0.683,0.039
7,"Evening",15,18,5,9,8,286,"B",1,1,8,0.73,0.042
7,"Evening",15,18,5,10,1,286,"B",1,2,1,0.575,0.039
7,"Evening",15,18,5,10,2,286,"B",1,2,2,0.572,0.038
7,"Evening",15,18,5,10,3,286,"B",1,2,3,0.538,0.042
7,"Evening",15,18,5,10,4,286,"B",1,2,4,0.557,0.04
7,"Evening",15,18,5,10,5,286,"B",1,2,5,0.539,0.04
7,"Evening",15,18,5,10,6,286,"B",1,2,6,0.602,0.041
7,"Evening",15,18,5,10,7,286,"B",1,2,7,0.603,0.039
7,"Evening",15,18,5,10,8,286,"B",1,2,8,0.698,0.042
7,"Evening",15,18,6,11,1,298,"B",3,5,1,0.459,0.04
7,"Evening",15,18,6,11,2,298,"B",3,5,2,0.483,0.037
7,"Evening",15,18,6,11,3,298,"B",3,5,3,0.487,0.039
7,"Evening",15,18,6,11,4,298,"B",3,5,4,0.473,0.039
7,"Evening",15,18,6,11,5,298,"B",3,5,5,0.471,0.039
7,"Evening",15,18,6,11,6,298,"B",3,5,6,0.476,0.038
7,"Evening",15,18,6,11,7,298,"B",3,5,7,0.533,0.036
7,"Evening",15,18,6,11,8,298,"B",3,5,8,0.611,0.045
7,"Evening",15,18,6,12,1,298,"B",3,6,1,0.515,0.04
7,"Evening",15,18,6,12,2,298,"B",3,6,2,0.513,0.037
7,"Evening",15,18,6,12,3,298,"B",3,6,3,0.466,0.04
7,"Evening",15,18,6,12,4,298,"B",3,6,4,0.481,0.04
7,"Evening",15,18,6,12,5,298,"B",3,6,5,0.506,0.041
7,"Evening",15,18,6,12,6,298,"B",3,6,6,0.507,0.039
7,"Evening",15,18,6,12,7,298,"B",3,6,7,0.528,0.036
7,"Evening",15,18,6,12,8,298,"B",3,6,8,0.593,0.04
8,"Day",15,10,1,1,1,65,"A",5,9,1,0.41,0.037
8,"Day",15,10,1,1,2,65,"A",5,9,2,0.473,0.054
8,"Day",15,10,1,1,3,65,"A",5,9,3,0.486,0.038
8,"Day",15,10,1,1,4,65,"A",5,9,4,0.481,0.039
8,"Day",15,10,1,1,5,65,"A",5,9,5,0.525,0.04
8,"Day",15,10,1,1,6,65,"A",5,9,6,0.443,0.036
8,"Day",15,10,1,1,7,65,"A",5,9,7,0.494,0.039
8,"Day",15,10,1,1,8,65,"A",5,9,8,0.46,0.037
8,"Day",15,10,1,2,1,65,"A",5,10,1,0.39,0.038
8,"Day",15,10,1,2,2,65,"A",5,10,2,0.445,0.036
8,"Day",15,10,1,2,3,65,"A",5,10,3,0.479,0.038
8,"Day",15,10,1,2,4,65,"A",5,10,4,0.484,0.039
8,"Day",15,10,1,2,5,65,"A",5,10,5,0.472,0.039
8,"Day",15,10,1,2,6,65,"A",5,10,6,0.48,0.038
8,"Day",15,10,1,2,7,65,"A",5,10,7,0.463,0.037
8,"Day",15,10,1,2,8,65,"A",5,10,8,0.476,0.037
8,"Day",15,10,2,3,1,39,"A",4,7,1,0.479,0.038
8,"Day",15,10,2,3,2,39,"A",4,7,2,0.571,0.037
8,"Day",15,10,2,3,3,39,"A",4,7,3,0.579,0.039
8,"Day",15,10,2,3,4,39,"A",4,7,4,0.532,0.039
8,"Day",15,10,2,3,5,39,"A",4,7,5,0.51,0.041
8,"Day",15,10,2,3,6,39,"A",4,7,6,0.56,0.038
8,"Day",15,10,2,3,7,39,"A",4,7,7,0.524,0.038
8,"Day",15,10,2,3,8,39,"A",4,7,8,0.523,0.038
8,"Day",15,10,2,4,1,39,"A",4,8,1,0.55,0.039
8,"Day",15,10,2,4,2,39,"A",4,8,2,0.559,0.037
8,"Day",15,10,2,4,3,39,"A",4,8,3,0.515,0.039
8,"Day",15,10,2,4,4,39,"A",4,8,4,0.539,0.039
8,"Day",15,10,2,4,5,39,"A",4,8,5,0.602,0.041
8,"Day",15,10,2,4,6,39,"A",4,8,6,0.603,0.037
8,"Day",15,10,2,4,7,39,"A",4,8,7,0.577,0.038
8,"Day",15,10,2,4,8,39,"A",4,8,8,0.474,0.036
8,"Day",15,10,3,5,1,282,"B",2,3,1,0.484,0.038
8,"Day",15,10,3,5,2,282,"B",2,3,2,0.502,0.037
8,"Day",15,10,3,5,3,282,"B",2,3,3,0.546,0.039
8,"Day",15,10,3,5,4,282,"B",2,3,4,0.527,0.039
8,"Day",15,10,3,5,5,282,"B",2,3,5,0.551,0.039
8,"Day",15,10,3,5,6,282,"B",2,3,6,0.538,0.036
8,"Day",15,10,3,5,7,282,"B",2,3,7,0.506,0.036
8,"Day",15,10,3,5,8,282,"B",2,3,8,0.53,0.038
8,"Day",15,10,3,6,1,282,"B",2,4,1,0.539,0.039
8,"Day",15,10,3,6,2,282,"B",2,4,2,0.545,0.036
